qid,question,definition,ambiguous,candidate_answer,candidate_unit,source_page,evidence_anchors,company,fiscal_year,verdict,corrected_answer,corrected_unit,notes,precheck,page_excerpt,source_note,also_on_pages
FIbeb71021,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2023, what were trade payables (trade payables as reported in the standalone financial statements)?",trade payables as reported in the standalone financial statements,no,31255.8,INR million,182,p182: Trade payables | 31255.8,Sun Pharmaceutical Industries Limited,2023-24,validated,,,,on_cited_page,"Trade payables  //  31,255.8","row 'Trade payables', column 'March 31, 2023' (p.182, Sun Pharmaceutical Industries Limited   |   Annual Report 2023-24, table 1, column 'March 31, 2023')",
FI939a55f7,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were property, plant and equipment (property, plant and equipment as reported in the consolidated financial statements)?","property, plant and equipment as reported in the consolidated financial statements",no,2271.29,INR crore,322,"p322: Property, plant and equipment | 2271.29",Tata Motors Limited,2023-24,validated,76641.43,INR crore,"consolidated property, plant and equipment was ₹76,641.43 crore as at March 31, 2023. The candidate’s ₹2,271.29 crore is not the corresponding consolidated figure",on_cited_page,"Property, plant and equipment  //  2,271.29","row 'Property, plant and equipment', column '(₹ in crores) As at March 31, 2023' (p.322, 79th Integrated Annual Report, table 0, column '(₹ in crores) As at March 31, 2023')",
FI8c6359a7,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were deposits (the 'Deposits' line item as reported on the consolidated balance sheet)?",the 'Deposits' line item as reported on the consolidated balance sheet,no,2376887.28,crore,412,p412: Deposits | 2376887.28,HDFC Bank Limited,2023-24,,,,,on_cited_page,"Deposits  //  2,376,887.28","row 'Deposits', column 'March 31, 2024' (p.412, Company Secretary, table 0, column 'March 31, 2024')",
FI5e6a4e27,"For Infosys Limited, as reported for the year ended March 31, 2024, what were other equity (other equity as reported in the consolidated financial statements)?",other equity as reported in the consolidated financial statements,no,86045,INR crore,12,p12: Other equity | 86045,Infosys Limited,2023-24,validated,,,,on_cited_page,"Other equity  //  86,045","row 'Other equity', column '2024' (p.12, Consolidated Balance Sheet (contd.), table 0, column '2024')",
FI968b3b3a,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were investments (the 'Investments' line item as reported on the consolidated balance sheet)?",the 'Investments' line item as reported on the consolidated balance sheet,no,117087,crore,110,p110: Investments | 117087,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Investments  //  1,17,087","row 'Investments', column '(C in crore)' (p.110, Managing Director, table 0, column '(C in crore)')",
FIc4b13188,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2024, what were non-controlling interests (non-controlling interests as reported in the consolidated financial statements)?",non-controlling interests as reported in the consolidated financial statements,no,34392.2,INR million,215,p215: Non-controlling interests | 34392.2,Sun Pharmaceutical Industries Limited,2023-24,validated,,,,on_cited_page,"Non-controlling interests  //  34,392.2","row 'Non-controlling interests', column 'March 31, 2024' (p.215, Mumbai, May 22, 2024, table 0, column 'March 31, 2024')",
FI93f565fc,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were borrowings (the 'borrowings (net)' line item as reported on the standalone balance sheet)?",the 'borrowings (net)' line item as reported on the standalone balance sheet,no,13.79,INR crore,427,p427: borrowings (net) | 13.79 ;; p449: Total borrowings | 13771.04,Tata Motors Limited,2023-24,validated,,,,on_cited_page,borrowings (net)  //  13.79,"row 'borrowings (net)', column '' (p.427, FINANCIALS, table 0)",
FI936e8856,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were borrowings (the 'Borrowings' line item as reported on the consolidated balance sheet)?",the 'Borrowings' line item as reported on the consolidated balance sheet,no,256548.66,crore,412,p412: Borrowings | 256548.66,HDFC Bank Limited,2023-24,,,,,on_cited_page,"Borrowings  //  256,548.66","row 'Borrowings', column 'March 31, 2023' (p.412, Company Secretary, table 0, column 'March 31, 2023')",
FI60e52f8f,"For Infosys Limited, as reported for the year ended March 31, 2023, what were profit before tax (profit before tax as reported in the consolidated financial statements)?",profit before tax as reported in the consolidated financial statements,no,33322,INR crore,13,p13: Profit before tax | 33322,Infosys Limited,2023-24,validated,,,,on_cited_page,"Profit before tax  //  33,322","row 'Profit before tax', column None (p.13, Consolidated Statement of Profit and Loss, table 0)",
FI995ccc77,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were lease liabilities (lease liabilities as reported in the consolidated financial statements)?",lease liabilities as reported in the consolidated financial statements,no,16230,crore,110,p110: Lease Liabilities | 16230,Reliance Industries Limited,2023-24,validated,20426,INR crore,"Non-current Lease Liabilities: ₹16,230 crore and Current Lease Liabilities: ₹4,196 crore",on_cited_page,"Lease Liabilities  //  16,230","row 'Lease Liabilities', column '(C in crore)' (p.110, Managing Director, table 0, column '(C in crore)')",
FIc8f5dc59,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2024, what were revenue from contracts with customers (revenue from contracts with customers as reported in the consolidated financial statements)?",revenue from contracts with customers as reported in the consolidated financial statements,no,477584.5,INR million,272,p272: Revenue from contracts with customers | 477584.5,Sun Pharmaceutical Industries Limited,2023-24,validated,,,,on_cited_page,"Revenue from contracts with customers  //  477,584.5","row 'Revenue from contracts with customers', column 'March 31, 2024' (p.272, Sun Pharmaceutical Industries Limited   |   Annual Report 2023-24, table 1, column 'March 31, 2024')",
FI97aaec99,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were cash and cash equivalents (cash and cash equivalents as reported in the consolidated financial statements)?",cash and cash equivalents as reported in the consolidated financial statements,no,4028.79,INR crore,304,p304: Cash and cash equivalents | 4028.79 ;; p346: Cash and cash equivalents | 2581.78,Tata Motors Limited,2023-24,validated,,,,on_cited_page,"Cash and cash equivalents  //  4,028.79","row 'Cash and cash equivalents', column 'March  31, 2023' (p.304, 79th Integrated Annual Report, table 1, column 'March  31, 2023')",
FI9676d18d,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were contingent liabilities (contingent liabilities as reported in the consolidated financial statements)?",contingent liabilities as reported in the consolidated financial statements,no,2344487.73,crore,412,p412: Contingent liabilities | 2344487.73,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Contingent liabilities  //  2,344,487.73","row 'Contingent liabilities', column '' (p.412, Company Secretary, table 0)",
FI61c9344b,"For Infosys Limited, as reported for the year ended March 31, 2024, what were capital work-in-progress (capital work-in-progress as reported in the consolidated financial statements)?",capital work-in-progress as reported in the consolidated financial statements,no,293,INR crore,11,p11: Capital work-in-progress | 293,Infosys Limited,2023-24,validated,,,,on_cited_page,Capital work-in-progress  //  293,"row 'Capital work-in-progress', column '2024' (p.11, Consolidated Balance Sheet, table 0, column '2024')",
FI998a2f87,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were property, plant and equipment (property, plant and equipment as reported in the consolidated financial statements)?","property, plant and equipment as reported in the consolidated financial statements",no,570503,crore,110,"p110: Property, Plant and Equipment | 570503",Reliance Industries Limited,2023-24,,,,,on_cited_page,"Property, Plant and Equipment  //  5,70,503","row 'Property, Plant and Equipment', column '31st March, 2023' (p.110, Managing Director, table 0, column '31st March, 2023')",
FIcdeccf7e,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2024, what were profit before tax (profit before tax as reported in the consolidated financial statements)?",profit before tax as reported in the consolidated financial statements,no,110878.9,INR million,269,p269: Profit before tax | 110878.9,Sun Pharmaceutical Industries Limited,2023-24,,,,,on_cited_page,"Profit before tax  //  110,878.9","row 'Profit before tax', column 'March 31, 2024' (p.269, NOTE: 50 DEFERRED TAX, table 1, column 'March 31, 2024')",
FI9b206906,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were deposits (the 'Deposits' line item as reported on the consolidated balance sheet)?",the 'Deposits' line item as reported on the consolidated balance sheet,no,793.85,INR crore,307,p307: Deposits | 793.85 ;; p307: Deposits with banks | 109.26 ;; p309: Deposits with banks | 33223.89,Tata Motors Limited,2023-24,validated,,,,on_cited_page,Deposits  //  793.85,"row 'Deposits', column 'March  31, 2024' (p.307, FINANCIALS, table 1, column 'March  31, 2024')",
FI997cffc2,"For HDFC Bank Limited, in the 2023-24 consolidated financial statements, what was net profit margin?",,yes,,,471,p471: Net profit (5)-(6)-(7) | 65446.50 ;; p483: Turnover | 14171.10,HDFC Bank Limited,2023-24,validated,20.14,%,"Consolidated net profit attributable to the group = ₹61,966 crore and Total consolidated income = ₹3,07,581.57 crore",no_candidate,,,
FI76364d83,"For Infosys Limited, as reported for the year ended March 31, 2023, what were equity share capital (equity share capital as reported in the consolidated financial statements)?",equity share capital as reported in the consolidated financial statements,no,2069,INR crore,12,p12: Equity share capital | 2069,Infosys Limited,2023-24,,,,,on_cited_page,"Equity share capital  //  2,069","row 'Equity share capital', column '2023' (p.12, Consolidated Balance Sheet (contd.), table 0, column '2023')",
FI9ca60f10,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were total equity (total equity as reported on the consolidated balance sheet)?",total equity as reported on the consolidated balance sheet,no,925788,crore,110,p110: Total Equity | 925788,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Total Equity  //  9,25,788","row 'Total Equity', column '' (p.110, Managing Director, table 0)",
FIcf527315,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2024, what were trade payables (trade payables as reported in the standalone financial statements)?",trade payables as reported in the standalone financial statements,no,26195.8,INR million,182,p182: Trade payables | 26195.8,Sun Pharmaceutical Industries Limited,2023-24,validated,,,,on_cited_page,"Trade payables  //  26,195.8","row 'Trade payables', column 'March 31, 2024' (p.182, Sun Pharmaceutical Industries Limited   |   Annual Report 2023-24, table 1, column 'March 31, 2024')",
FI9bc420d8,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were inventories (the 'Inventories' line item as reported on the consolidated balance sheet)?",the 'Inventories' line item as reported on the consolidated balance sheet,no,-7265.23,INR crore,282,p282: Inventories | -7265.23,Tata Motors Limited,2023-24,validated,47788.29,INR crore,"The candidate −₹7,265.23 crore is wrong for the requested metric. The parentheses indicate a negative figure from a different financial context, not the consolidated balance-sheet inventory balance.",on_cited_page,"Inventories  //  (7,265.23)","row 'Inventories', column '' (p.282, 79th Integrated Annual Report, table 0)",
FIa4906a2d,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were contingent liabilities (contingent liabilities as reported in the consolidated financial statements)?",contingent liabilities as reported in the consolidated financial statements,no,1750953.81,crore,412,p412: Contingent liabilities | 1750953.81,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Contingent liabilities  //  1,750,953.81","row 'Contingent liabilities', column 'C C in crore' (p.412, Company Secretary, table 0, column 'C C in crore')",
FI7f9e3e0f,"For Infosys Limited, in the 2023-24 consolidated financial statements, what was return on equity?",,yes,,,13,p13: Profit for the year | 26248 ;; p12: Total equity | 88461,Infosys Limited,2023-24,validated,32.1,%,Infosys’s FY2023–24 consolidated financial statements report Return on Equity / Return on Net Worth = 32.1%. The company defines it as net profit divided by average net worth.,no_candidate,,,
FI9e9260be,"For Reliance Industries Limited, in the 2023-24 consolidated financial statements, what was debt to equity ratio (borrowings divided by total equity, both as reported on the consolidated balance sheet, excluding lease liabilities)?","borrowings divided by total equity, both as reported on the consolidated balance sheet, excluding lease liabilities",no,,,110,p110: Borrowings | 16 ;; p110: Total Equity | 925788,Reliance Industries Limited,2023-24,validated,0.41,,"This also matches RIL's reported consolidated debt-equity ratio of 0.41 times [unit corrected from 'crore' to dimensionless: a debt-to-equity ratio has no scale, and 'crore' would have multiplied the gold answer by 1e7. The figure 0.41 is the validator's own, unchanged - RX-031.]",no_candidate,,,
FIdceb496e,"For Sun Pharmaceutical Industries Limited, in the 2023-24 consolidated financial statements, what was return on equity?",,yes,,,218,p218: Profit for the year | 84735.8 ;; p215: Total equity | 671059.7,Sun Pharmaceutical Industries Limited,2023-24,,,,,no_candidate,,,
FIae47e20f,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were exceptional items (exceptional items as reported in the consolidated financial statements)?",exceptional items as reported in the consolidated financial statements,no,-1590.53,INR crore,281,p281: Exceptional items | -1590.53,Tata Motors Limited,2023-24,validated,,,,on_cited_page,"Exceptional items  //  (1,590.53)","row 'Exceptional items', column '(₹ in crores)' (p.281, FINANCIALS, table 1, column '(₹ in crores)')",
FIa72e7c51,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were deferred tax (deferred tax as reported in the consolidated financial statements)?",deferred tax as reported in the consolidated financial statements,no,7292.26,crore,423,p423: Deferred Tax Assets | 7292.26,HDFC Bank Limited,2023-24,,,,,on_cited_page,"Deferred Tax Assets  //  7,292.26","row 'Deferred Tax Assets', column 'March 31, 2023' (p.423, Financial Statements, table 0, column 'March 31, 2023')",
FI86b546a4,"For Infosys Limited, as reported for the year ended March 31, 2024, what were total expenses (total expenses as reported in the consolidated financial statements)?",total expenses as reported in the consolidated financial statements,no,122393,INR crore,13,p13: Total expenses | 122393,Infosys Limited,2023-24,,,,,on_cited_page,"Total expenses  //  1,22,393","row 'Total expenses', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIa19385df,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were borrowings (the 'Borrowings' line item as reported on the consolidated balance sheet)?",the 'Borrowings' line item as reported on the consolidated balance sheet,no,222712,crore,110,p110: Borrowings | 222712 ;; p140: Borrowings | 12275,Reliance Industries Limited,2023-24,,,,,on_cited_page,"Borrowings  //  2,22,712","row 'Borrowings', column '' (p.110, Managing Director, table 0)",
FIe54c9edd,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2023, what were goodwill (goodwill as reported in the consolidated financial statements)?",goodwill as reported in the consolidated financial statements,no,16041.5,INR million,286,p286: Goodwill | 16041.5,Sun Pharmaceutical Industries Limited,2023-24,,,,,on_cited_page,"Goodwill  //  16,041.5","row 'Goodwill', column 'March 31, 2023 *' (p.286, Sun Pharmaceutical Industries Limited   |   Annual Report 2023-24, table 1, column 'March 31, 2023 *')",
FIaf51dbd9,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were total income (total income as reported in the consolidated financial statements)?",total income as reported in the consolidated financial statements,no,350600.15,INR crore,281,p281: Total income (I+II) | 350600.15,Tata Motors Limited,2023-24,validated,,,,on_cited_page,"Total income (I+II)  //  350,600.15","row 'Total income (I+II)', column 'March 31, 2023' (p.281, FINANCIALS, table 1, column 'March 31, 2023')",
FIaa5ea0c7,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were other income (other income as reported in the consolidated financial statements)?",other income as reported in the consolidated financial statements,no,124345.75,crore,413,p413: Other income | 124345.75,HDFC Bank Limited,2023-24,,,,,on_cited_page,"Other income  //  124,345.75","row 'Other income', column 'March 31, 2024' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2024')",
FI9276806c,"For Infosys Limited, as reported for the year ended March 31, 2023, what were trade receivables (trade receivables as reported in the consolidated financial statements)?",trade receivables as reported in the consolidated financial statements,no,261,INR crore,55,p55: Trade receivables | 261,Infosys Limited,2023-24,rejected,,,"For Infosys Limited, as reported for the year ended March 31, 2023, what were trade receivables  (trade receivables as reported in the consolidated financial statements)?  definition: trade receivables as reported in the consolidated financial statements────────────────────────────────────────────────────────────────────────────────────────────────────  candidate answer   261   INR crore  cited page         p55  read from           row 'Trade receivables', column '' (p.55, the provisions of the Income-tax  Act, 1961. (Refer to Special, table 0)  machine pre-check  on_cited_page — the figure is printed on the cited page  from the filing:      Trade receivables      261────────────────────────────────────────────────────────────────────────────────────────────────────  Is this the right answer to the question as written?  Check the metric, the year's column, the scale and the sign.  [y] correct      [c] correct, but a different number  [n] wrong        [?] unsure / needs review  [s] skip         [q] save and quitq",on_cited_page,Trade receivables  //  261,"row 'Trade receivables', column '' (p.55, the provisions of the Income-tax Act, 1961. (Refer to Special, table 0)",
FIaf09d6af,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were deferred tax (deferred tax as reported in the consolidated financial statements)?",deferred tax as reported in the consolidated financial statements,no,938,crore,110,p110: Deferred Tax Assets (Net) | 938 ;; p111: Deferred Tax | 12117,Reliance Industries Limited,2023-24,rejected,,,"The candidate ₹938 crore is specifically “Deferred Tax Assets (Net)”, not the broader metric “deferred tax” requested by the question.",on_cited_page,Deferred Tax Assets (Net)  //  938,"row 'Deferred Tax Assets (Net)', column '' (p.110, Managing Director, table 0)",
FIeb1fe7eb,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2024, what were borrowings (the 'Borrowings' line item as reported on the standalone balance sheet)?",the 'Borrowings' line item as reported on the standalone balance sheet,no,110466.1,INR million,182,p182: Borrowings | 110466.1,Sun Pharmaceutical Industries Limited,2023-24,validated,,,,on_cited_page,"Borrowings  //  110,466.1","row 'Borrowings', column 'March 31, 2024' (p.182, Sun Pharmaceutical Industries Limited   |   Annual Report 2023-24, table 1, column 'March 31, 2024')",
FIb697b29c,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were trade receivables (trade receivables as reported in the consolidated financial statements)?",trade receivables as reported in the consolidated financial statements,no,-2830.10,INR crore,282,p282: Trade receivables | -2830.10,Tata Motors Limited,2023-24,validated,28302.10,INR crore,"The candidate ₹2,830.10 crore is not the balance-sheet total trade receivables; it is a cash-flow movement/adjustment for trade receivables. Tata Motors’ FY2022–23 consolidated balance sheet reports Trade receivables = ₹28,302.10 crore as at March 31, 2023.",on_cited_page,"Trade receivables  //  (2,830.10)","row 'Trade receivables', column '(₹ in crores)' (p.282, 79th Integrated Annual Report, table 0, column '(₹ in crores)')",
FIb2f9cc5c,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were other income (other income as reported in the consolidated financial statements)?",other income as reported in the consolidated financial statements,no,33912.05,crore,413,p413: Other income | 33912.05,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Other income  //  33,912.05","row 'Other income', column 'March 31, 2023' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2023')",
FI9724aa11,"For Infosys Limited, as reported for the year ended March 31, 2024, what were current tax (current tax as reported in the consolidated financial statements)?",current tax as reported in the consolidated financial statements,no,8390,INR crore,13,p13: Current tax | 8390,Infosys Limited,2023-24,validated,,,,on_cited_page,"Current tax  //  8,390","row 'Current tax', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIb794dafb,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were lease liabilities (lease liabilities as reported in the consolidated financial statements)?",lease liabilities as reported in the consolidated financial statements,no,17415,crore,110,p110: Lease Liabilities | 17415,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Lease Liabilities  //  17,415","row 'Lease Liabilities', column '' (p.110, Managing Director, table 0)",
FIf3a05898,"For Sun Pharmaceutical Industries Limited, in the 2023-24 consolidated financial statements, what was return on assets?",,yes,,,218,p218: Profit for the year | 84735.8 ;; p214: TOTAL ASSETS | 854628.8,Sun Pharmaceutical Industries Limited,2023-24,validated,11.20,%,,no_candidate,,,
FIb8bc660a,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were other income (other income as reported in the consolidated financial statements)?",other income as reported in the consolidated financial statements,no,5949.92,INR crore,281,p281: Other income | 5949.92,Tata Motors Limited,2023-24,,,,,on_cited_page,"Other income  //  5,949.92","row 'Other income', column 'March 31, 2024' (p.281, FINANCIALS, table 1, column 'March 31, 2024')",
FIb6da1598,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were deposits (the 'Deposits' line item as reported on the consolidated balance sheet)?",the 'Deposits' line item as reported on the consolidated balance sheet,no,1882663.25,crore,412,p412: Deposits | 1882663.25,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Deposits  //  1,882,663.25","row 'Deposits', column 'March 31, 2023' (p.412, Company Secretary, table 0, column 'March 31, 2023')",
FI9c1ced2e,"For Infosys Limited, as reported for the year ended March 31, 2024, what were equity share capital (equity share capital as reported in the consolidated financial statements)?",equity share capital as reported in the consolidated financial statements,no,2071,INR crore,12,p12: Equity share capital | 2071,Infosys Limited,2023-24,validated,,,,on_cited_page,"Equity share capital  //  2,071","row 'Equity share capital', column '2024' (p.12, Consolidated Balance Sheet (contd.), table 0, column '2024')",
FIba0c8f7d,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were goodwill (goodwill as reported in the consolidated financial statements)?",goodwill as reported in the consolidated financial statements,no,14989,crore,110,p110: Goodwill | 14989,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Goodwill  //  14,989","row 'Goodwill', column '' (p.110, Managing Director, table 0)",
FIf53fedac,"For Sun Pharmaceutical Industries Limited, as reported for the year ended March 31, 2023, what were borrowings (the 'Borrowings' line item as reported on the standalone balance sheet)?",the 'Borrowings' line item as reported on the standalone balance sheet,no,75926.7,INR million,182,p182: Borrowings | 75926.7,Sun Pharmaceutical Industries Limited,2023-24,validated,,,,on_cited_page,"Borrowings  //  75,926.7","row 'Borrowings', column 'March 31, 2023' (p.182, Sun Pharmaceutical Industries Limited   |   Annual Report 2023-24, table 1, column 'March 31, 2023')",
FIc81897db,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were deposits (the 'Deposits' line item as reported on the consolidated balance sheet)?",the 'Deposits' line item as reported on the consolidated balance sheet,no,210.58,INR crore,307,p307: Deposits | 210.58 ;; p307: Deposits with banks | 192.13 ;; p309: Deposits with banks | 23614.06,Tata Motors Limited,2023-24,validated,,,,on_cited_page,Deposits  //  210.58,"row 'Deposits', column 'March  31, 2023' (p.307, FINANCIALS, table 1, column 'March  31, 2023')",
FIc1947343,"For HDFC Bank Limited, as reported for the year ended March 31, 2023, what were interest expended (interest expended as reported in the consolidated financial statements)?",interest expended as reported in the consolidated financial statements,no,77779.94,crore,413,p413: Interest expended | 77779.94,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Interest expended  //  77,779.94","row 'Interest expended', column 'March 31, 2023' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2023')",
FI9e83b77a,"For Infosys Limited, as reported for the year ended March 31, 2024, what were employee benefit expenses (employee benefit expenses as reported in the consolidated financial statements)?",employee benefit expenses as reported in the consolidated financial statements,no,82620,INR crore,13,p13: Employee benefit expenses | 82620,Infosys Limited,2023-24,validated,,,,on_cited_page,"Employee benefit expenses  //  82,620","row 'Employee benefit expenses', column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023' (p.13, Consolidated Statement of Profit and Loss, table 0, column '(In ₹ crore, except equity share and per equity share data) Year ended March 31, 2024 2023')",
FIbe0e45c2,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were revenue from operations (revenue from operations, excluding other income)?","revenue from operations, excluding other income",no,914472,crore,111,p111: Revenue from Operations | 914472,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Revenue from Operations  //  9,14,472","row 'Revenue from Operations', column '2023-24' (p.111, Managing Director, table 2, column '2023-24')",
FIce2f3063,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were trade payables (trade payables as reported in the consolidated financial statements)?",trade payables as reported in the consolidated financial statements,no,6944.85,INR crore,282,p282: Trade payables | 6944.85,Tata Motors Limited,2023-24,validated,79214,INR crore,"The candidate ₹6,944.85 crore is not the consolidated Trade payables balance. That figure appears as the cash-flow adjustment for “Trade payables and acceptances,” not the balance-sheet line item.",on_cited_page,"Trade payables  //  6,944.85","row 'Trade payables', column '(₹ in crores)' (p.282, 79th Integrated Annual Report, table 0, column '(₹ in crores)')",
FIccf8f95b,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were depreciation and amortization expenses (depreciation and amortization expenses as reported in the consolidated financial statements)?",depreciation and amortization expenses as reported in the consolidated financial statements,no,101.42,crore,465,p465: Depreciation | 101.42 ;; p472: Depreciation | 2343.71,HDFC Bank Limited,2023-24,,,,,on_cited_page,Depreciation  //  101.42,"row 'Depreciation', column 'March 31, 2024' (p.465, Financial Statements, table 1, column 'March 31, 2024')",
FIad13d12c,"For Infosys Limited, as reported for the year ended March 31, 2023, what were profit for the year (profit for the year attributable to owners of the company)?",profit for the year attributable to owners of the company,no,24108,INR crore,13,p13: Profit for the year | 24108,Infosys Limited,2023-24,,,,,on_cited_page,"Profit for the year  //  24,108","row 'Profit for the year', column None (p.13, Consolidated Statement of Profit and Loss, table 0)",
FIbefd7b9f,"For Reliance Industries Limited, as reported for the year ended March 31, 2024, what were capital work-in-progress (capital work-in-progress as reported in the consolidated financial statements)?",capital work-in-progress as reported in the consolidated financial statements,no,152382,crore,110,p110: Capital Work-in-Progress | 152382,Reliance Industries Limited,2023-24,,,,,on_cited_page,"Capital Work-in-Progress  //  1,52,382","row 'Capital Work-in-Progress', column '' (p.110, Managing Director, table 0)",
FIdbfdd691,"For Tata Motors Limited, as reported for the year ended March 31, 2023, what were total expenses (total expenses as reported in the consolidated financial statements)?",total expenses as reported in the consolidated financial statements,no,349133.13,INR crore,281,p281: Total expenses (IV) | 349133.13,Tata Motors Limited,2023-24,validated,,,,on_cited_page,"Total expenses (IV)  //  349,133.13","row 'Total expenses (IV)', column '(₹ in crores)' (p.281, FINANCIALS, table 1, column '(₹ in crores)')",
FIcdce4480,"For HDFC Bank Limited, as reported for the year ended March 31, 2024, what were interest earned (interest earned as reported in the consolidated financial statements)?",interest earned as reported in the consolidated financial statements,no,283649.02,crore,413,p413: Interest earned | 283649.02,HDFC Bank Limited,2023-24,validated,,,,on_cited_page,"Interest earned  //  283,649.02","row 'Interest earned', column 'March 31, 2024' (p.413, Integrated Annual Report 2023-24, table 0, column 'March 31, 2024')",
FIae82da53,"For Infosys Limited, as reported for the year ended March 31, 2023, what were deferred tax (deferred tax as reported in the consolidated financial statements)?",deferred tax as reported in the consolidated financial statements,no,1245,INR crore,11,p11: Deferred tax assets (net) | 1245,Infosys Limited,2023-24,validated,,,,on_cited_page,"Deferred tax assets (net)  //  1,245","row 'Deferred tax assets (net)', column '2023' (p.11, Consolidated Balance Sheet, table 0, column '2023')",
FIc0771f27,"For Reliance Industries Limited, as reported for the year ended March 31, 2023, what were total income (total income as reported in the consolidated financial statements)?",total income as reported in the consolidated financial statements,no,903045,crore,111,p111: Total Income | 903045 ;; p131: Total Income | 1658,Reliance Industries Limited,2023-24,validated,,,,on_cited_page,"Total Income  //  9,03,045","row 'Total Income', column '(C in crore) 2022-23' (p.111, Managing Director, table 2, column '(C in crore) 2022-23')",
FIdda2b2bc,"For Tata Motors Limited, as reported for the year ended March 31, 2024, what were other financial liabilities (other financial liabilities as reported in the consolidated financial statements)?",other financial liabilities as reported in the consolidated financial statements,no,1844.58,INR crore,282,p282: Other financial liabilities | 1844.58,Tata Motors Limited,2023-24,rejected,,,"Total: ₹17,058.24 crore",on_cited_page,"Other financial liabilities  //  1,844.58","row 'Other financial liabilities', column '' (p.282, 79th Integrated Annual Report, table 0)",
